"spec","env","r","p","rd","pd"
"OASL","B_cells_quantiseq",0.059214333274442,0.0396039603960396,"< 0.2","0.01 - 0.05"
"OASL","MHC_IPS",0.0956529207160391,0.0297029702970297,"< 0.2","0.01 - 0.05"
"OASL","EC_IPS",0.0488537777648587,0.0495049504950495,"< 0.2","0.01 - 0.05"
"OASL","CP_IPS",0.0450506305244887,0.0495049504950495,"< 0.2","0.01 - 0.05"
"OASL","AZ_IPS",0.102730374235535,0.0099009900990099,"< 0.2","< 0.01"
"OASL","IPS_IPS",0.109402728183974,0.0198019801980198,"< 0.2","0.01 - 0.05"
"SAMD9","B_cells_memory_CIBERSORT",0.141595255822246,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","Plasma_cells_CIBERSORT",0.177106229213655,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","T_cells_follicular_helper_CIBERSORT",0.076881409226339,0.0198019801980198,"< 0.2","0.01 - 0.05"
"SAMD9","Macrophages_M1_CIBERSORT",0.117654307635705,0.0198019801980198,"< 0.2","0.01 - 0.05"
"SAMD9","Dendritic_cells_activated_CIBERSORT",0.246108880401843,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Neutrophils_CIBERSORT",0.120549940253339,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","Correlation_CIBERSORT",0.0960786517094007,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","RMSE_CIBERSORT",0.0974156380305928,0.0198019801980198,"< 0.2","0.01 - 0.05"
"SAMD9","B_lineage_MCPcounter",0.0906736810473025,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","Monocytic_lineage_MCPcounter",0.138979753762136,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","aDC",0.147561206299163,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","Basophils",0.0722502756991051,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","CD4+ Tem",0.120905613946287,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","CD8+ naive T-cells",0.180003580848762,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","Macrophages M1",0.0642092325238781,0.0396039603960396,"< 0.2","0.01 - 0.05"
"SAMD9","Melanocytes",0.082045590288752,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","Mesangial cells",0.0461203195304944,0.0495049504950495,"< 0.2","0.01 - 0.05"
"SAMD9","Neutrophils",0.116533171323829,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","NKT",0.0512388706177776,0.0396039603960396,"< 0.2","0.01 - 0.05"
"SAMD9","Plasma cells",0.0989988595187257,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","Th1 cells",0.0647446579525184,0.0396039603960396,"< 0.2","0.01 - 0.05"
"SAMD9","Th2 cells",0.0610793536610597,0.0297029702970297,"< 0.2","0.01 - 0.05"
"SAMD9","NKcells_EPIC",0.0821621853263201,0.0396039603960396,"< 0.2","0.01 - 0.05"
"SAMD9","TumorPurity_estimate",0.0688328344736368,0.0297029702970297,"< 0.2","0.01 - 0.05"
"SAMD9","B_cell_TIMER",0.120312065616178,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","T_cell_CD4_TIMER",0.0810276697469395,0.0198019801980198,"< 0.2","0.01 - 0.05"
"SAMD9","AZ_IPS",0.0890323255764909,0.0297029702970297,"< 0.2","0.01 - 0.05"
"SAMD9","IPS_IPS",0.083865808836243,0.0297029702970297,"< 0.2","0.01 - 0.05"
"UBE2L6","B_cells_memory_CIBERSORT",0.146521321057628,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Plasma_cells_CIBERSORT",0.132351034498129,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","T_cells_CD8_CIBERSORT",0.0767064279135644,0.0297029702970297,"< 0.2","0.01 - 0.05"
